Gene stable ID,Gene stable ID version,Gene name,Human gene stable ID,Human gene name
ENSCGRG00001006558,ENSCGRG00001006558.1,,ENSG00000207516,SNORA41B
ENSCGRG00001006559,ENSCGRG00001006559.1,,,
ENSCGRG00001006560,ENSCGRG00001006560.1,Cuedc1,ENSG00000180891,CUEDC1
ENSCGRG00001006561,ENSCGRG00001006561.1,,,
ENSCGRG00001006562,ENSCGRG00001006562.1,U6,,
ENSCGRG00001006563,ENSCGRG00001006563.1,Adap1,ENSG00000105963,ADAP1
ENSCGRG00001006564,ENSCGRG00001006564.1,7SK,,
ENSCGRG00001006565,ENSCGRG00001006565.1,Caskin2,ENSG00000177303,CASKIN2
ENSCGRG00001006566,ENSCGRG00001006566.1,Gpr63,ENSG00000112218,GPR63
ENSCGRG00001006567,ENSCGRG00001006567.1,Ptgdr,ENSG00000168229,PTGDR
ENSCGRG00001006568,ENSCGRG00001006568.1,E2f7,ENSG00000165891,E2F7
ENSCGRG00001006569,ENSCGRG00001006569.1,U1,ENSG00000206908,RNU1-136P
ENSCGRG00001006570,ENSCGRG00001006570.1,Sema5a,ENSG00000112902,SEMA5A
ENSCGRG00001006571,ENSCGRG00001006571.1,Spry2,ENSG00000136158,SPRY2
ENSCGRG00001006572,ENSCGRG00001006572.1,,,
ENSCGRG00001006573,ENSCGRG00001006573.1,,ENSG00000207406,SNORA41
ENSCGRG00001006574,ENSCGRG00001006574.1,Olfr609,,
ENSCGRG00001006575,ENSCGRG00001006575.1,,,
ENSCGRG00001006576,ENSCGRG00001006576.1,,,
ENSCGRG00001006577,ENSCGRG00001006577.1,Timm9,ENSG00000100575,TIMM9
ENSCGRG00001006578,ENSCGRG00001006578.1,U6,ENSG00000207045,RNU6-532P
ENSCGRG00001006579,ENSCGRG00001006579.1,Gapt,ENSG00000175857,GAPT
ENSCGRG00001006580,ENSCGRG00001006580.1,7SK,,
ENSCGRG00001006581,ENSCGRG00001006581.1,Mre11a,ENSG00000020922,MRE11
ENSCGRG00001006582,ENSCGRG00001006582.1,U6,,
ENSCGRG00001006583,ENSCGRG00001006583.1,,ENSG00000182134,TDRKH
ENSCGRG00001006584,ENSCGRG00001006584.1,U1,,
ENSCGRG00001006585,ENSCGRG00001006585.1,Krt13,,
ENSCGRG00001006586,ENSCGRG00001006586.1,Spry4,ENSG00000187678,SPRY4
ENSCGRG00001006587,ENSCGRG00001006587.1,Faim2,ENSG00000135472,FAIM2
ENSCGRG00001006588,ENSCGRG00001006588.1,Rev3l,ENSG00000009413,REV3L
ENSCGRG00001006589,ENSCGRG00001006589.1,Krt10,ENSG00000186395,KRT10
ENSCGRG00001006590,ENSCGRG00001006590.1,,,
ENSCGRG00001006591,ENSCGRG00001006591.1,Zkscan3,ENSG00000187626,ZKSCAN4
ENSCGRG00001006592,ENSCGRG00001006592.1,,,
ENSCGRG00001006593,ENSCGRG00001006593.1,,,
ENSCGRG00001006594,ENSCGRG00001006594.1,Fam43b,ENSG00000183114,FAM43B
ENSCGRG00001006595,ENSCGRG00001006595.1,U6,,
ENSCGRG00001006596,ENSCGRG00001006596.1,,ENSG00000170365,SMAD1
ENSCGRG00001006597,ENSCGRG00001006597.1,,,
ENSCGRG00001006598,ENSCGRG00001006598.1,Clec3a,ENSG00000166509,CLEC3A
ENSCGRG00001006599,ENSCGRG00001006599.1,Krtap4-6,ENSG00000196156,KRTAP4-3
ENSCGRG00001006600,ENSCGRG00001006600.1,U1,,
ENSCGRG00001006601,ENSCGRG00001006601.1,7SK,ENSG00000222543,RN7SKP220
ENSCGRG00001006602,ENSCGRG00001006602.1,U6,,
ENSCGRG00001006603,ENSCGRG00001006603.1,Trmt10c,ENSG00000174173,TRMT10C
ENSCGRG00001006604,ENSCGRG00001006604.1,,,
ENSCGRG00001006605,ENSCGRG00001006605.1,,,
ENSCGRG00001006606,ENSCGRG00001006606.1,Olfr998,,
ENSCGRG00001006607,ENSCGRG00001006607.1,Hvcn1,ENSG00000122986,HVCN1
ENSCGRG00001006608,ENSCGRG00001006608.1,,,
ENSCGRG00001006609,ENSCGRG00001006609.1,U6,ENSG00000201658,RNU6-283P
ENSCGRG00001006610,ENSCGRG00001006610.1,,ENSG00000252138,
ENSCGRG00001006611,ENSCGRG00001006611.1,,,
ENSCGRG00001006612,ENSCGRG00001006612.1,Clec4f,ENSG00000152672,CLEC4F
ENSCGRG00001006613,ENSCGRG00001006613.1,SNORD82,ENSG00000202400,SNORD82
ENSCGRG00001006614,ENSCGRG00001006614.1,DNAJB9,ENSG00000128590,DNAJB9
ENSCGRG00001006615,ENSCGRG00001006615.1,Rhot2,ENSG00000140983,RHOT2
ENSCGRG00001006616,ENSCGRG00001006616.1,U1,,
ENSCGRG00001006617,ENSCGRG00001006617.1,Mbnl3,ENSG00000076770,MBNL3
ENSCGRG00001006618,ENSCGRG00001006618.1,Mfap4,ENSG00000166482,MFAP4
ENSCGRG00001006619,ENSCGRG00001006619.1,Arhgef3,ENSG00000163947,ARHGEF3
ENSCGRG00001006620,ENSCGRG00001006620.1,7SK,,
ENSCGRG00001006621,ENSCGRG00001006621.1,Rnf32,ENSG00000105982,RNF32
ENSCGRG00001006622,ENSCGRG00001006622.1,Ctcf,ENSG00000102974,CTCF
ENSCGRG00001006623,ENSCGRG00001006623.1,U6,ENSG00000238669,RNU6-333P
ENSCGRG00001006624,ENSCGRG00001006624.1,,,
ENSCGRG00001006625,ENSCGRG00001006625.1,Cldn9,ENSG00000213937,CLDN9
ENSCGRG00001006626,ENSCGRG00001006626.1,,,
ENSCGRG00001006627,ENSCGRG00001006627.1,U6,,
ENSCGRG00001006628,ENSCGRG00001006628.1,,,
ENSCGRG00001006629,ENSCGRG00001006629.1,,,
ENSCGRG00001006630,ENSCGRG00001006630.1,Per2,ENSG00000132326,PER2
ENSCGRG00001006631,ENSCGRG00001006631.1,Neurog1,ENSG00000181965,NEUROG1
ENSCGRG00001006632,ENSCGRG00001006632.1,H1f7,ENSG00000187166,H1-7
ENSCGRG00001006633,ENSCGRG00001006633.1,,,
ENSCGRG00001006634,ENSCGRG00001006634.1,,,
ENSCGRG00001006635,ENSCGRG00001006635.1,Fgf15,ENSG00000162344,FGF19
ENSCGRG00001006636,ENSCGRG00001006636.1,,,
ENSCGRG00001006637,ENSCGRG00001006637.1,U1,,
ENSCGRG00001006638,ENSCGRG00001006638.1,,,
ENSCGRG00001006639,ENSCGRG00001006639.1,U6,,
ENSCGRG00001006640,ENSCGRG00001006640.1,7SK,,
ENSCGRG00001006641,ENSCGRG00001006641.1,,,
ENSCGRG00001006642,ENSCGRG00001006642.1,Rgs9bp,ENSG00000186326,RGS9BP
ENSCGRG00001006643,ENSCGRG00001006643.1,,,
ENSCGRG00001006644,ENSCGRG00001006644.1,Rnft2,ENSG00000135119,RNFT2
ENSCGRG00001006645,ENSCGRG00001006645.1,,ENSG00000188155,KRTAP10-6
ENSCGRG00001006645,ENSCGRG00001006645.1,,ENSG00000221837,KRTAP10-9
ENSCGRG00001006645,ENSCGRG00001006645.1,,ENSG00000198271,KRTAP4-5
ENSCGRG00001006645,ENSCGRG00001006645.1,,ENSG00000243489,KRTAP10-11
ENSCGRG00001006645,ENSCGRG00001006645.1,,ENSG00000215454,KRTAP10-4
ENSCGRG00001006645,ENSCGRG00001006645.1,,ENSG00000240542,KRTAP9-1
ENSCGRG00001006646,ENSCGRG00001006646.1,,ENSG00000074800,ENO1
ENSCGRG00001006647,ENSCGRG00001006647.1,U6,ENSG00000200575,RNU6-414P
ENSCGRG00001006648,ENSCGRG00001006648.1,,,
ENSCGRG00001006649,ENSCGRG00001006649.1,Chd2,ENSG00000173575,CHD2
ENSCGRG00001006650,ENSCGRG00001006650.1,U1,,
ENSCGRG00001006651,ENSCGRG00001006651.1,Polr1a,ENSG00000068654,POLR1A
ENSCGRG00001006652,ENSCGRG00001006652.1,,ENSG00000169118,CSNK1G1
ENSCGRG00001006653,ENSCGRG00001006653.1,,,
ENSCGRG00001006654,ENSCGRG00001006654.1,,,
ENSCGRG00001006655,ENSCGRG00001006655.1,,,
ENSCGRG00001006656,ENSCGRG00001006656.1,,,
ENSCGRG00001006657,ENSCGRG00001006657.1,Ergic2,ENSG00000087502,ERGIC2
ENSCGRG00001006658,ENSCGRG00001006658.1,Zfp2,ENSG00000198939,ZFP2
ENSCGRG00001006659,ENSCGRG00001006659.1,,,
ENSCGRG00001006660,ENSCGRG00001006660.1,Olfr1030,,
ENSCGRG00001006661,ENSCGRG00001006661.1,U6,,
ENSCGRG00001006662,ENSCGRG00001006662.1,7SK,ENSG00000223269,RN7SKP53
ENSCGRG00001006663,ENSCGRG00001006663.1,Ifng,ENSG00000111537,IFNG
ENSCGRG00001006664,ENSCGRG00001006664.1,,,
ENSCGRG00001006665,ENSCGRG00001006665.1,Kmt5c,ENSG00000133247,KMT5C
ENSCGRG00001006666,ENSCGRG00001006666.1,,,
ENSCGRG00001006667,ENSCGRG00001006667.1,U6,ENSG00000201658,RNU6-283P
ENSCGRG00001006668,ENSCGRG00001006668.1,Cox6a2,ENSG00000156885,COX6A2
ENSCGRG00001006669,ENSCGRG00001006669.1,Gabrb2,ENSG00000145864,GABRB2
ENSCGRG00001006670,ENSCGRG00001006670.1,U1,,
ENSCGRG00001006671,ENSCGRG00001006671.1,,,
ENSCGRG00001006672,ENSCGRG00001006672.1,Fam32a,ENSG00000105058,FAM32A
ENSCGRG00001006673,ENSCGRG00001006673.1,,,
ENSCGRG00001006674,ENSCGRG00001006674.1,,,
ENSCGRG00001006675,ENSCGRG00001006675.1,Atoh7,ENSG00000179774,ATOH7
ENSCGRG00001006676,ENSCGRG00001006676.1,SNORD14,ENSG00000200879,SNORD14E
ENSCGRG00001006677,ENSCGRG00001006677.1,,ENSG00000108702,CCL1
ENSCGRG00001006678,ENSCGRG00001006678.1,Olfr975,,
ENSCGRG00001006679,ENSCGRG00001006679.1,Rxylt1,ENSG00000118600,RXYLT1
ENSCGRG00001006680,ENSCGRG00001006680.1,,ENSG00000288920,RPSAP58
ENSCGRG00001006680,ENSCGRG00001006680.1,,ENSG00000168028,RPSA
ENSCGRG00001006681,ENSCGRG00001006681.1,,,
ENSCGRG00001006682,ENSCGRG00001006682.1,7SK,,
ENSCGRG00001006683,ENSCGRG00001006683.1,Ifne,ENSG00000184995,IFNE
ENSCGRG00001006684,ENSCGRG00001006684.1,Efna2,ENSG00000099617,EFNA2
ENSCGRG00001006685,ENSCGRG00001006685.1,U6,,
ENSCGRG00001006686,ENSCGRG00001006686.1,U1,ENSG00000207154,RNU1-46P
ENSCGRG00001006687,ENSCGRG00001006687.1,Cd209a,ENSG00000090659,CD209
ENSCGRG00001006688,ENSCGRG00001006688.1,,,
ENSCGRG00001006689,ENSCGRG00001006689.1,Tmem101,ENSG00000091947,TMEM101
ENSCGRG00001006690,ENSCGRG00001006690.1,,,
ENSCGRG00001006691,ENSCGRG00001006691.1,U6,ENSG00000206818,RNU6-849P
ENSCGRG00001006691,ENSCGRG00001006691.1,U6,ENSG00000252581,RNU6-1098P
ENSCGRG00001006692,ENSCGRG00001006692.1,,ENSG00000088832,FKBP1A
ENSCGRG00001006692,ENSCGRG00001006692.1,,ENSG00000198225,FKBP1C
ENSCGRG00001006693,ENSCGRG00001006693.1,Ndufa5,ENSG00000128609,NDUFA5
ENSCGRG00001006694,ENSCGRG00001006694.1,Macc1,ENSG00000183742,MACC1
ENSCGRG00001006695,ENSCGRG00001006695.1,,,
ENSCGRG00001006696,ENSCGRG00001006696.1,Olfr332,,
ENSCGRG00001006697,ENSCGRG00001006697.1,SNORD14,,
ENSCGRG00001006698,ENSCGRG00001006698.1,Ankrd34a,ENSG00000272031,ANKRD34A
ENSCGRG00001006699,ENSCGRG00001006699.1,Parp14,ENSG00000173193,PARP14
ENSCGRG00001006700,ENSCGRG00001006700.1,,,
ENSCGRG00001006701,ENSCGRG00001006701.1,7SK,,
ENSCGRG00001006702,ENSCGRG00001006702.1,Mybpc3,ENSG00000134571,MYBPC3
ENSCGRG00001006703,ENSCGRG00001006703.1,,ENSG00000206536,OR5K3
ENSCGRG00001006704,ENSCGRG00001006704.1,,,
ENSCGRG00001006705,ENSCGRG00001006705.1,U1,,
ENSCGRG00001006706,ENSCGRG00001006706.1,,ENSG00000159217,IGF2BP1
ENSCGRG00001006707,ENSCGRG00001006707.1,Ell3,ENSG00000128886,ELL3
ENSCGRG00001006708,ENSCGRG00001006708.1,U6,ENSG00000212136,RNU6-696P
ENSCGRG00001006708,ENSCGRG00001006708.1,U6,ENSG00000252033,RNU6-311P
ENSCGRG00001006708,ENSCGRG00001006708.1,U6,ENSG00000199626,RNU6-989P
ENSCGRG00001006709,ENSCGRG00001006709.1,,,
ENSCGRG00001006710,ENSCGRG00001006710.1,SNORD14,ENSG00000207118,SNORD14D
ENSCGRG00001006711,ENSCGRG00001006711.1,Nudt12,ENSG00000112874,NUDT12
ENSCGRG00001006712,ENSCGRG00001006712.1,,ENSG00000252138,
ENSCGRG00001006713,ENSCGRG00001006713.1,Fbxo32,ENSG00000156804,FBXO32
ENSCGRG00001006714,ENSCGRG00001006714.1,7SK,,
ENSCGRG00001006715,ENSCGRG00001006715.1,Bhlhe23,ENSG00000125533,BHLHE23
ENSCGRG00001006716,ENSCGRG00001006716.1,,,
ENSCGRG00001006717,ENSCGRG00001006717.1,Slc6a7,ENSG00000011083,SLC6A7
ENSCGRG00001006718,ENSCGRG00001006718.1,Samd8,ENSG00000156671,SAMD8
ENSCGRG00001006719,ENSCGRG00001006719.1,Dok1,ENSG00000115325,DOK1
ENSCGRG00001006720,ENSCGRG00001006720.1,Olfr1153,ENSG00000187612,OR5W2
ENSCGRG00001006721,ENSCGRG00001006721.1,,,
ENSCGRG00001006722,ENSCGRG00001006722.1,U6,ENSG00000252339,RNU6-1061P
ENSCGRG00001006723,ENSCGRG00001006723.1,U1,ENSG00000252135,RNU1-155P
ENSCGRG00001006723,ENSCGRG00001006723.1,U1,ENSG00000252826,RNVU1-23
ENSCGRG00001006724,ENSCGRG00001006724.1,Phldb2,ENSG00000144824,PHLDB2
ENSCGRG00001006725,ENSCGRG00001006725.1,Gm25848,ENSG00000221303,SNORA79
ENSCGRG00001006726,ENSCGRG00001006726.1,,,
ENSCGRG00001006727,ENSCGRG00001006727.1,Lpar4,ENSG00000147145,LPAR4
ENSCGRG00001006728,ENSCGRG00001006728.1,Vsig1,ENSG00000101842,VSIG1
ENSCGRG00001006729,ENSCGRG00001006729.1,7SK,ENSG00000252490,RN7SKP66
ENSCGRG00001006730,ENSCGRG00001006730.1,U6,ENSG00000200393,RNU6-698P
ENSCGRG00001006731,ENSCGRG00001006731.1,Zfp438,ENSG00000183621,ZNF438
ENSCGRG00001006732,ENSCGRG00001006732.1,Smim30,ENSG00000214194,SMIM30
ENSCGRG00001006733,ENSCGRG00001006733.1,Tmbim6,ENSG00000139644,TMBIM6
ENSCGRG00001006734,ENSCGRG00001006734.1,Slc35b1,ENSG00000121073,SLC35B1
ENSCGRG00001006735,ENSCGRG00001006735.1,,,
ENSCGRG00001006736,ENSCGRG00001006736.1,,ENSG00000147533,GOLGA7
ENSCGRG00001006737,ENSCGRG00001006737.1,U6,,
ENSCGRG00001006738,ENSCGRG00001006738.1,Klk15,ENSG00000174562,KLK15
ENSCGRG00001006739,ENSCGRG00001006739.1,U1,,
ENSCGRG00001006740,ENSCGRG00001006740.1,,,
ENSCGRG00001006741,ENSCGRG00001006741.1,,,
ENSCGRG00001006742,ENSCGRG00001006742.1,Nlrx1,ENSG00000160703,NLRX1
ENSCGRG00001006743,ENSCGRG00001006743.1,,,
ENSCGRG00001006744,ENSCGRG00001006744.1,,ENSG00000221303,SNORA79
ENSCGRG00001006745,ENSCGRG00001006745.1,U6,,
ENSCGRG00001006746,ENSCGRG00001006746.1,,,
ENSCGRG00001006747,ENSCGRG00001006747.1,Brd3os,,
ENSCGRG00001006748,ENSCGRG00001006748.1,7SK,,
ENSCGRG00001006749,ENSCGRG00001006749.1,Atp11a,ENSG00000068650,ATP11A
ENSCGRG00001006750,ENSCGRG00001006750.1,1700125H20Rik,ENSG00000141371,C17orf64
ENSCGRG00001006751,ENSCGRG00001006751.1,,,
ENSCGRG00001006752,ENSCGRG00001006752.1,Pnliprp1,ENSG00000187021,PNLIPRP1
ENSCGRG00001006753,ENSCGRG00001006753.1,U6,,
ENSCGRG00001006754,ENSCGRG00001006754.1,,,
ENSCGRG00001006755,ENSCGRG00001006755.1,,,
ENSCGRG00001006756,ENSCGRG00001006756.1,Arfip2,ENSG00000132254,ARFIP2
ENSCGRG00001006757,ENSCGRG00001006757.1,,,
ENSCGRG00001006758,ENSCGRG00001006758.1,Fos,ENSG00000170345,FOS
ENSCGRG00001006759,ENSCGRG00001006759.1,,,
ENSCGRG00001006760,ENSCGRG00001006760.1,Meaf6,ENSG00000163875,MEAF6
ENSCGRG00001006761,ENSCGRG00001006761.1,,ENSG00000172769,OR5B3
ENSCGRG00001006762,ENSCGRG00001006762.1,U1,ENSG00000238833,RNU1-131P
ENSCGRG00001006763,ENSCGRG00001006763.1,U6,,
ENSCGRG00001006764,ENSCGRG00001006764.1,Gm25776,ENSG00000221303,SNORA79
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000120242,IFNA8
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000137080,IFNA21
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000188379,IFNA2
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000197919,IFNA1
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000233816,IFNA13
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000234829,IFNA17
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000236637,IFNA4
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000214042,IFNA7
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000147873,IFNA5
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000120235,IFNA6
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000147885,IFNA16
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000186803,IFNA10
ENSCGRG00001006765,ENSCGRG00001006765.1,,ENSG00000228083,IFNA14
ENSCGRG00001006766,ENSCGRG00001006766.1,7SK,,
ENSCGRG00001006767,ENSCGRG00001006767.1,Tnrc18,ENSG00000182095,TNRC18
ENSCGRG00001006768,ENSCGRG00001006768.1,Arid3a,ENSG00000116017,ARID3A
ENSCGRG00001006769,ENSCGRG00001006769.1,Hspa13,ENSG00000155304,HSPA13
ENSCGRG00001006770,ENSCGRG00001006770.1,U6,ENSG00000251841,RNU6-1334P
ENSCGRG00001006771,ENSCGRG00001006771.1,Lypd5,ENSG00000159871,LYPD5
ENSCGRG00001006772,ENSCGRG00001006772.1,,,
ENSCGRG00001006773,ENSCGRG00001006773.1,,,
ENSCGRG00001006774,ENSCGRG00001006774.1,,,
ENSCGRG00001006775,ENSCGRG00001006775.1,,ENSG00000129226,CD68
ENSCGRG00001006776,ENSCGRG00001006776.1,Inpp5k,ENSG00000132376,INPP5K
ENSCGRG00001006777,ENSCGRG00001006777.1,,ENSG00000214274,ANG
ENSCGRG00001006778,ENSCGRG00001006778.1,U6,ENSG00000201725,RNU6-304P
ENSCGRG00001006779,ENSCGRG00001006779.1,U1,,
ENSCGRG00001006780,ENSCGRG00001006780.1,,ENSG00000221303,SNORA79
ENSCGRG00001006781,ENSCGRG00001006781.1,,,
ENSCGRG00001006782,ENSCGRG00001006782.1,,,
ENSCGRG00001006783,ENSCGRG00001006783.1,,,
ENSCGRG00001006784,ENSCGRG00001006784.1,9130008F23Rik,ENSG00000197261,C6orf141
ENSCGRG00001006785,ENSCGRG00001006785.1,Eif3e,ENSG00000104408,EIF3E
ENSCGRG00001006786,ENSCGRG00001006786.1,7SK,,
ENSCGRG00001006787,ENSCGRG00001006787.1,U6,,
ENSCGRG00001006788,ENSCGRG00001006788.1,,,
ENSCGRG00001006789,ENSCGRG00001006789.1,,,
ENSCGRG00001006790,ENSCGRG00001006790.1,,,
ENSCGRG00001006791,ENSCGRG00001006791.1,Dbt,ENSG00000137992,DBT
ENSCGRG00001006792,ENSCGRG00001006792.1,Clec5a,ENSG00000258227,CLEC5A
ENSCGRG00001006793,ENSCGRG00001006793.1,Chm,ENSG00000188419,CHM
ENSCGRG00001006794,ENSCGRG00001006794.1,,ENSG00000207166,SNORA68
ENSCGRG00001006795,ENSCGRG00001006795.1,U1,,
ENSCGRG00001006796,ENSCGRG00001006796.1,Gm24241,ENSG00000221303,SNORA79
ENSCGRG00001006797,ENSCGRG00001006797.1,Zbtb3,ENSG00000185670,ZBTB3
ENSCGRG00001006798,ENSCGRG00001006798.1,U6,ENSG00000252758,RNU6-445P
ENSCGRG00001006799,ENSCGRG00001006799.1,7SK,,
ENSCGRG00001006800,ENSCGRG00001006800.1,Tnfrsf1b,ENSG00000028137,TNFRSF1B
ENSCGRG00001006801,ENSCGRG00001006801.1,,,
ENSCGRG00001006802,ENSCGRG00001006802.1,,,
ENSCGRG00001006803,ENSCGRG00001006803.1,Ugt2a3,ENSG00000135220,UGT2A3
ENSCGRG00001006804,ENSCGRG00001006804.1,U6,,
ENSCGRG00001006805,ENSCGRG00001006805.1,Ppp1r14a,ENSG00000167641,PPP1R14A
ENSCGRG00001006806,ENSCGRG00001006806.1,,,
ENSCGRG00001006807,ENSCGRG00001006807.1,Olfr1352,ENSG00000188269,OR7A5
ENSCGRG00001006807,ENSCGRG00001006807.1,Olfr1352,ENSG00000185385,OR7A17
ENSCGRG00001006807,ENSCGRG00001006807.1,Olfr1352,ENSG00000127515,OR7A10
ENSCGRG00001006808,ENSCGRG00001006808.1,,,
ENSCGRG00001006809,ENSCGRG00001006809.1,Stk38l,ENSG00000211455,STK38L
ENSCGRG00001006810,ENSCGRG00001006810.1,Pla2g10,ENSG00000069764,PLA2G10
ENSCGRG00001006811,ENSCGRG00001006811.1,Reep4,ENSG00000168476,REEP4
ENSCGRG00001006812,ENSCGRG00001006812.1,,,
ENSCGRG00001006813,ENSCGRG00001006813.1,,,
ENSCGRG00001006814,ENSCGRG00001006814.1,SNORD22,ENSG00000277194,SNORD22
ENSCGRG00001006815,ENSCGRG00001006815.1,,,
ENSCGRG00001006816,ENSCGRG00001006816.1,7SK,ENSG00000223229,RN7SKP270
ENSCGRG00001006816,ENSCGRG00001006816.1,7SK,ENSG00000202351,RN7SKP204
ENSCGRG00001006816,ENSCGRG00001006816.1,7SK,ENSG00000222102,RN7SKP232
ENSCGRG00001006817,ENSCGRG00001006817.1,U1,,
ENSCGRG00001006818,ENSCGRG00001006818.1,Mterf4,ENSG00000122085,MTERF4
ENSCGRG00001006819,ENSCGRG00001006819.1,U6,,
ENSCGRG00001006820,ENSCGRG00001006820.1,,,
ENSCGRG00001006821,ENSCGRG00001006821.1,,,
ENSCGRG00001006822,ENSCGRG00001006822.1,Ssr2,ENSG00000163479,SSR2
ENSCGRG00001006823,ENSCGRG00001006823.1,U6,ENSG00000252156,RNU6-155P
ENSCGRG00001006824,ENSCGRG00001006824.1,Troap,ENSG00000135451,TROAP
ENSCGRG00001006825,ENSCGRG00001006825.1,,ENSG00000172769,OR5B3
ENSCGRG00001006826,ENSCGRG00001006826.1,Bace2,ENSG00000182240,BACE2
ENSCGRG00001006827,ENSCGRG00001006827.1,,,
ENSCGRG00001006828,ENSCGRG00001006828.1,,,
ENSCGRG00001006829,ENSCGRG00001006829.1,SNORD22,ENSG00000277194,SNORD22
ENSCGRG00001006830,ENSCGRG00001006830.1,,,
ENSCGRG00001006831,ENSCGRG00001006831.1,U6,ENSG00000207508,RNU6-1237P
ENSCGRG00001006832,ENSCGRG00001006832.1,7SK,ENSG00000222397,RN7SKP229
ENSCGRG00001006832,ENSCGRG00001006832.1,7SK,ENSG00000238875,RN7SKP210
ENSCGRG00001006833,ENSCGRG00001006833.1,U1,,
ENSCGRG00001006834,ENSCGRG00001006834.1,,,
ENSCGRG00001006835,ENSCGRG00001006835.1,,,
ENSCGRG00001006836,ENSCGRG00001006836.1,Pcbp3,ENSG00000183570,PCBP3
ENSCGRG00001006837,ENSCGRG00001006837.1,Mir223,ENSG00000284567,MIR223
ENSCGRG00001006838,ENSCGRG00001006838.1,AI593442,ENSG00000185742,C11orf87
ENSCGRG00001006839,ENSCGRG00001006839.1,Cptp,ENSG00000224051,CPTP
ENSCGRG00001006840,ENSCGRG00001006840.1,U6,ENSG00000207156,RNU6-505P
ENSCGRG00001006841,ENSCGRG00001006841.1,Kcns1,ENSG00000124134,KCNS1
ENSCGRG00001006842,ENSCGRG00001006842.1,SNORD22,,
ENSCGRG00001006843,ENSCGRG00001006843.1,7SK,,
ENSCGRG00001006844,ENSCGRG00001006844.1,Gsn,ENSG00000148180,GSN
ENSCGRG00001006845,ENSCGRG00001006845.1,U1,,
ENSCGRG00001006846,ENSCGRG00001006846.1,,ENSG00000131473,ACLY
ENSCGRG00001006847,ENSCGRG00001006847.1,Mir369,ENSG00000199025,MIR369
ENSCGRG00001006848,ENSCGRG00001006848.1,Mir486,ENSG00000274705,MIR486-1
ENSCGRG00001006849,ENSCGRG00001006849.1,U6,ENSG00000206605,RNU6-946P
ENSCGRG00001006850,ENSCGRG00001006850.1,Sox15,ENSG00000129194,SOX15
ENSCGRG00001006851,ENSCGRG00001006851.1,Snora68,ENSG00000207166,SNORA68
ENSCGRG00001006852,ENSCGRG00001006852.1,Opn3,ENSG00000054277,OPN3
ENSCGRG00001006853,ENSCGRG00001006853.1,Rab15,ENSG00000139998,RAB15
ENSCGRG00001006854,ENSCGRG00001006854.1,U6,,
ENSCGRG00001006855,ENSCGRG00001006855.1,,ENSG00000111796,KLRB1
ENSCGRG00001006856,ENSCGRG00001006856.1,B3galt1,ENSG00000172318,B3GALT1
ENSCGRG00001006857,ENSCGRG00001006857.1,,ENSG00000111640,GAPDH
ENSCGRG00001006858,ENSCGRG00001006858.1,,ENSG00000125351,UPF3B
ENSCGRG00001006859,ENSCGRG00001006859.1,AW209491,ENSG00000136197,C7orf25
ENSCGRG00001006860,ENSCGRG00001006860.1,7SK,,
ENSCGRG00001006861,ENSCGRG00001006861.1,Ccdc122,ENSG00000151773,CCDC122
ENSCGRG00001006862,ENSCGRG00001006862.1,Snord38a,ENSG00000202031,SNORD38A
ENSCGRG00001006863,ENSCGRG00001006863.1,U1,,
ENSCGRG00001006864,ENSCGRG00001006864.1,Krtap16-1,ENSG00000212657,KRTAP16-1
ENSCGRG00001006865,ENSCGRG00001006865.1,Opa1,ENSG00000198836,OPA1
ENSCGRG00001006866,ENSCGRG00001006866.1,,,
ENSCGRG00001006867,ENSCGRG00001006867.1,U6,,
ENSCGRG00001006868,ENSCGRG00001006868.1,Ccdc86,ENSG00000110104,CCDC86
ENSCGRG00001006869,ENSCGRG00001006869.1,Olfr891,,
ENSCGRG00001006870,ENSCGRG00001006870.1,,ENSG00000207166,SNORA68
ENSCGRG00001006871,ENSCGRG00001006871.1,Rgs8,ENSG00000135824,RGS8
ENSCGRG00001006872,ENSCGRG00001006872.1,,,
ENSCGRG00001006873,ENSCGRG00001006873.1,Stk32a,ENSG00000169302,STK32A
ENSCGRG00001006874,ENSCGRG00001006874.1,,ENSG00000198382,UVRAG
ENSCGRG00001006875,ENSCGRG00001006875.1,U6,,
ENSCGRG00001006876,ENSCGRG00001006876.1,,,
ENSCGRG00001006877,ENSCGRG00001006877.1,Prkar2b,ENSG00000005249,PRKAR2B
ENSCGRG00001006878,ENSCGRG00001006878.1,7SK,,
ENSCGRG00001006879,ENSCGRG00001006879.1,Gm22980,ENSG00000281859,SNORD38B
ENSCGRG00001006880,ENSCGRG00001006880.1,,,
