reaction	minimum	maximum
r1747: gly_c + na1_e + trp_L_e --> gly_e + na1_c + trp_L_c	[1000.]	[-1000.]
r1777: gly_c + na1_e + tyr_L_e --> gly_e + na1_c + tyr_L_c	[1000.]	[0.]
r1678: gly_e + na1_e + tyr_L_c --> gly_c + na1_c + tyr_L_e	[1000.]	[0.]
r1916: citr_L_c + gly_e + na1_e --> citr_L_e + gly_c + na1_c	[1000.]	[0.]
r1822: gly_c + na1_e + pro_L_e --> gly_e + na1_c + pro_L_c	[1000.]	[0.]
GLYSNAT5tc: gly_e + h_c + na1_e <=> gly_c + h_e + na1_c	[1000.]	[0.]
r1680: gly_e + leu_L_c + na1_e --> gly_c + leu_L_e + na1_c	[1000.]	[-1000.]
GLYt7_211_r: cl_e + gly_e + 2.0 na1_e <=> cl_c + gly_c + 2.0 na1_c	[1000.]	[0.]
ALADGLYexR: ala_D_e + gly_c <=> ala_D_c + gly_e	[1000.]	[-1000.]
r1762: gly_c + na1_e + phe_L_e --> gly_e + na1_c + phe_L_c	[1000.]	[-1000.]
r2040: gly_c + his_L_e --> gly_e + his_L_c	[1000.]	[0.]
GLYt4: gly_e + na1_e --> gly_c + na1_c	[1000.]	[0.]
r1552: gly_e + pro_L_c <=> gly_c + pro_L_e	[1000.]	[0.]
r1992: gly_c + lys_L_e --> gly_e + lys_L_c	[1000.]	[-1000.]
r1807: gly_c + leu_L_e + na1_e --> gly_e + leu_L_c + na1_c	[1000.]	[0.]
r1732: gly_c + met_L_e + na1_e --> gly_e + met_L_c + na1_c	[1000.]	[0.]
GLPASE1: glygn2_c + 3.0 pi_c --> dxtrn_c + 3.0 g1p_c	[1000.]	[0.]
GLBRAN: glygn1_c --> glygn2_c	[272.72727273]	[2.44150796e-13]
CYTK4: dcmp_c + gtp_c <=> dcdp_c + gdp_c	[272.72727273]	[0.]
r0122: gdp_c + h_c + pep_c --> gtp_c + pyr_c	[1000.]	[-1000.]
GTPtn: gtp_c <=> gtp_n	[1000.]	[0.]
DADK3: damp_c + gtp_c <=> dadp_c + gdp_c	[1000.]	[-1000.]
GUACYC: gtp_c --> 35cgmp_c + ppi_c	[1000.]	[-1000.]
CYTK3: cmp_c + gtp_c <=> cdp_c + gdp_c	[1000.]	[0.]
r0208: gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c	[1000.]	[-1000.]
GTPCI: gtp_c + h2o_c --> ahdt_c + for_c + h_c	[1000.]	[0.]
HOLYSK: gtp_c + hlys_c --> gdp_c + h_c + pholys_c	[1000.]	[0.]
UMPK4: gtp_c + ump_c <=> gdp_c + udp_c	[0.]	[0.]
GTPtm: gtp_c <=> gtp_m	[1000.]	[-1000.]
ADK3: amp_c + gtp_c <=> adp_c + gdp_c	[1000.]	[-1000.]
r0801: gdp_m + gtp_c <=> gdp_c + gtp_m	[1000.]	[-1000.]
CYTDK2: cytd_c + gtp_c --> cmp_c + gdp_c + h_c	[1000.]	[-1000.]
GTPDH: gtp_c + h2o_c + 4.0 h_c --> fapntp_c	[1000.]	[0.]
r0119: gtp_c + h2o_c --> gmp_c + h_c + ppi_c	[1000.]	[0.]
F1PGT: fuc1p_L_c + gtp_c + h_c <=> gdpfuc_c + ppi_c	[1000.]	[0.]
r0120: gtp_c + h2o_c + 4.0 h_c --> HC01651_c	[111.11111111]	[0.]
URIK2: gtp_c + uri_c --> gdp_c + h_c + ump_c	[1000.]	[0.]
PEPCK: gtp_c + oaa_c --> co2_c + gdp_c + pep_c	[1000.]	[0.]
ADNK3: adn_c + gtp_c --> amp_c + gdp_c + h_c	[1000.]	[0.]
STS2: estrones_c + h2o_c --> estrone_c + h_c + so4_c	[1000.]	[0.]
r0388: h2o_c + o2_c + pydam_c --> h2o2_c + nh4_c + pydx_c	[1000.]	[0.]
25HVITD3c: 25hvitd3_c + h_c + nadph_c + o2_c --> 1a25dhvitd3_c + h2o_c + nadp_c	[1000.]	[0.]
r0527: h2o_c + nmn_c --> nh4_c + nicrnt_c	[0.]	[0.]
RE3501C: CE7109_c + h2o_c <=> CE7112_c	[1000.]	[0.]
GCALDD: gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c	[0.]	[0.]
MACOXO: 3mldz_c + h2o_c + nad_c --> 3mlda_c + 2.0 h_c + nadh_c	[1000.]	[0.]
THMTP: h2o_c + thmtp_c --> h_c + pi_c + thmpp_c	[1000.]	[0.]
RE3286C: arachd_c + fadh2_c + o2_c --> C14768_c + fad_c + h2o_c	[1000.]	[0.]
RE3040C: CE2567_c + h2o_c <=> C06314_c	[0.]	[0.]
FA181ACPH: h2o_c + octeACP_c --> ACP_c + h_c + ocdcea_c	[0.]	[0.]
BNP45EOH: bnpyr45ox_c + h2o_c <=> bnpyr45diol_c + 2.0 h_c	[0.]	[0.]
PAAA: h2o_c + pad_c --> nh4_c + pac_c	[0.]	[0.]
RE3095C: dopa_c + h2o2_c <=> CE5276_c + 2.0 h2o_c	[1000.]	[-2.13612551e-12]
THRTRAH: h2o_c + thrtrna_c --> h_c + thr_L_c + trnathr_c	[0.]	[0.]
BiGGRxn48: h_c + nadph_c + o2_c + pmtcoa_c <=> 2.0 h2o_c + hdcoa_c + nadp_c	[1000.]	[0.]
FA1821ACPH: h2o_c + lnlcACP_c --> ACP_c + h_c + lnlc_c	[1000.]	[-1000.]
RE2476C: man_c + trp_L_c <=> CE3140_c + h2o_c	[0.]	[0.]
PI35P3P: h2o_c + pail35p_cho_c --> pail5p_cho_c + pi_c	[0.]	[0.]
RE2877C: CE6450_c + 2.0 h_c <=> CE6465_c + h2o_c	[1000.]	[0.]
r0400: 3.0 acnam_c + h2o_c + nad_c + o2_c --> 3.0 HC01115_c + h_c + nadh_c	[0.]	[0.]
RE2626C: CE4872_c + h2o_c + nadp_c <=> 2.0 h_c + nadph_c + thcholstoic_c	[0.]	[0.]
AM6SAD: am6sa_c + h2o_c + nad_c <=> amuco_c + 2.0 h_c + nadh_c	[1000.]	[-1000.]
FA80ACPH: h2o_c + ocACP_c --> ACP_c + h_c + octa_c	[1000.]	[9.61799109e-12]
RE3038C: CE2567_c + h2o_c <=> C06315_c	[333.33333333]	[0.]
ACNAM9PL: acmanap_c + h2o_c + pep_c --> acnamp_c + pi_c	[0.]	[0.]
RE2878C: CE6451_c + ascb_L_c <=> CE6467_c + dhdascb_c + h2o_c	[1000.]	[0.]
BiGGRxn91: Rh3cit_c <=> HC00342_c + h2o_c	[0.]	[0.]
FA1822ACPH: h2o_c + lneldcACP_c --> ACP_c + h_c + lneldc_c	[0.]	[0.]
PROSTGA2S: h2o_c + prostga2_c <=> h_c + prostge2_c	[0.]	[0.]
PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c	[1000.]	[-1000.]
PLA2_4: h2o_c + pail_cho_c --> Rtotal2_c + h_c + lpail_cho_c	[1000.]	[0.]
RE3474C: C04805_c + h_c + nadph_c + o2_c --> CE5815_c + h2o_c + nadp_c	[1000.]	[0.]
ACNAM9PL2: h2o_c + man6p_c + pep_c --> kdnp_c + pi_c	[0.]	[0.]
RE0926C: h2o_c + maltpt_c <=> fru_c + maltttr_c	[0.]	[0.]
RE2426C: h2o_c + melatn_c <=> 6hoxmelatn_c + 2.0 h_c	[1000.]	[-1000.]
RE3486C: CE6508_c <=> CE7079_c + h2o_c	[0.]	[-1000.]
r0392: glyald_c + h2o_c + nad_c --> glyc_R_c + 2.0 h_c + nadh_c	[0.]	[0.]
RE2880C: CE6451_c + ascb_L_c <=> CE6466_c + dhdascb_c + h2o_c	[1000.]	[0.]
BNP910EOH: bnpyr910ox_c + h2o_c <=> bnpyr910diol_c + 2.0 h_c	[0.]	[0.]
RE1537C: N1aspmd_c + h2o_c + o2_c --> 3aap_c + h2o2_c + ptrc_c	[0.]	[0.]
FA182ACPH: h2o_c + ocdcyaACP_c --> ACP_c + h_c + ocdcya_c	[-3.80076832e-29]	[0.]
FAS100ACP: 3.0 h_c + malcoa_c + 2.0 nadph_c + ocACP_c --> co2_c + coa_c + dcaACP_c + h2o_c + 2.0 nadp_c	[0.]	[0.]
GLDBRAN: dxtrn_c + h2o_c --> glc_D_c + glygn3_c	[250.]	[0.]
LIDOMO: h_c + lido_c + nadph_c + o2_c <=> 3hlido_r + h2o_c + nadp_c	[272.72727273]	[0.]
THMP: h2o_c + thmmp_c --> pi_c + thm_c	[0.]	[0.]
RE0936C: CE2915_c + h2o_c <=> CE4722_c + ile_L_c	[1000.]	[0.]
ACNAMPH: acnamp_c + h2o_c --> acnam_c + pi_c	[1000.]	[-1000.]
RE3041C: h_c + leuktrA4_c + nadph_c + o2_c --> CE2567_c + h2o_c + nadp_c	[1000.]	[0.]
HURH: C11821_c + h2o_c --> h_c + houdic_c	[0.]	[0.]
RE0944C: h2o_c + malthp_c <=> fru_c + malthx_c	[0.]	[0.]
RE3503C: CE7090_c + o2_c --> CE7110_c + h2o_c	[1000.]	[-1000.]
PDE1: camp_c + h2o_c --> amp_c + h_c	[0.]	[0.]
RE0935C: h2o_c + malthx_c <=> fru_c + maltpt_c	[1000.]	[0.]
HMBS: h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c	[1000.]	[-1000.]
THMMPtm: h2o_m + thmmp_c <=> h2o_c + thmmp_m	[125.]	[0.]
ORETNF2: 13_cis_retn_c + o2_c --> 13_cis_oretn_c + h2o_c	[0.]	[-1000.]
UDPGD: h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c	[0.]	[0.]
BNPMO: bnpyr_c + h_c + nadph_c + o2_c --> bnpyr23ox_c + h2o_c + nadp_c	[1000.]	[0.]
FA40ACPH: butACP_c + h2o_c --> ACP_c + but_c + h_c	[0.]	[0.]
THMPPtm: 2.0 h2o_m + thmpp_c --> 2.0 h2o_c + thmpp_m	[1000.]	[0.]
BPNT2: h2o_c + paps_c --> aps_c + pi_c	[1000.]	[0.]
r0394: h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c	[1000.]	[0.]
RE2513C: cl_c + h2o2_c + h_c <=> CE4633_c + h2o_c	[1000.]	[0.]
FAOXOHMC10DC10c: h2o_c + 2.0 nad_c + omhdecacid_c --> 3.0 h_c + 2.0 nadh_c + sebacid_c	[1000.]	[-1000.]
HCO3E: co2_c + h2o_c <=> h_c + hco3_c	[1000.]	[7.41207982e-12]
RETHc: h2o_c + retfa_c --> Rtotal2_c + h_c + retinol_c	[1000.]	[-1000.]
RE1956C: CE2566_c + h2o_c <=> CE2569_c	[1000.]	[0.]
RE2948C: CE5643_c + h_c + yvite_c <=> CE5986_c + h2o_c	[0.]	[0.]
THYPX: h2o2_c + 2.0 h_c + 2.0 i_c --> 2.0 h2o_c + iodine_c	[0.]	[0.]
AHDTDTDH: ahdt_c + h2o_c + 4.0 h_c <=> 25dttoaop_c	[1000.]	[0.]
r0399: o2_c + phe_L_c + thbpt_c --> dhbpt_c + h2o_c + tyr_L_c	[0.]	[-1000.]
FPNTPDH: fapntp_c + h2o_c <=> 25dpntp_c + for_c + 5.0 h_c	[1000.]	[0.]
NDP3: gdp_c + h2o_c --> gmp_c + h_c + pi_c	[1000.]	[0.]
ALKP: dhap_c + h2o_c --> dha_c + pi_c	[1000.]	[0.]
BPNT: h2o_c + pap_c --> amp_c + pi_c	[1000.]	[-1.13423741e-12]
NDP10: h2o_c + idp_c --> h_c + imp_c + pi_c	[1000.]	[0.]
RE2864C: CE6444_c + 2.0 h_c <=> CE6453_c + h2o_c	[0.]	[0.]
RE3172C: CE4848_c <=> CE4852_c + h2o_c	[0.]	[0.]
RN0023C: C14849_c + h2o_c <=> CN0011_c	[0.]	[0.]
PRDX: h2o2_c + meoh_c --> fald_c + 2.0 h2o_c	[0.]	[0.]
PI345P3P: h2o_c + pail345p_cho_c --> pail45p_cho_c + pi_c	[1000.]	[0.]
SMPD4: h2o_c + spc_cho_c --> cholp_c + h_c + sphings_c	[1000.]	[0.]
BAMPPALDOX: bamppald_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c	[1000.]	[0.]
RE3013C: estradiol_c + h_c + nadph_c + o2_c --> C05301_c + h2o_c + nadp_c	[1000.]	[8.58204661e-12]
STS4: h2o_c + prgnlones_c --> h_c + prgnlone_c + so4_c	[0.]	[0.]
DPGase: 23dpg_c + h2o_c --> 3pg_c + pi_c	[1000.]	[0.]
GAUGE-R00648: h2o_c + met_L_c + o2_c <=> 4met2obut_c + h2o2_c + nh4_c	[1000.]	[0.]
METTRAH: h2o_c + mettrna_c --> h_c + met_L_c + trnamet_c	[1000.]	[-1000.]
GAUGE-R04666: 3uib_c + h2o_c <=> 3aib_c + co2_c + nh4_c	[1000.]	[0.]
RE2152C: CE1162_c + h2o_c + 2.0 nad_c <=> CE2955_c + 3.0 h_c + 2.0 nadh_c	[1000.]	[-1000.]
ACOATE224: adrncoa_c + h2o_c --> adrn_c + coa_c + h_c	[0.]	[0.]
RE2863C: 5.0 crvnc_c + 7.0 o2_c --> 4.0 CE6429_c + CE6450_c + 2.0 h2o_c	[1000.]	[0.]
RE3636C: CE7047_c + h2o_c <=> CE7101_c + h_c	[0.]	[0.]
DEDOLP2: dedolp_c + h2o_c --> dedol_c + pi_c	[0.]	[0.]
MDRPD: 5mdru1p_c --> dkmpp_c + h2o_c	[0.]	[0.]
34DHXMANDACOX_NADP: 34dhmald_c + h2o_c + nadp_c <=> 34dhoxmand_c + 2.0 h_c + nadph_c	[1000.]	[0.]
MI134PP: h2o_c + mi134p_c --> mi34p_c + pi_c	[1000.]	[-1000.]
KYNATESYN: 4aphdob_c <=> h2o_c + kynate_c	[1000.]	[0.]
ACOATE80: h2o_c + occoa_c --> coa_c + h_c + octa_c	[1000.]	[0.]
DKMPPD2: dkmpp_c + h2o_c + o2_c --> C08276_c + co_c + for_c + 2.0 h_c + pi_c	[1000.]	[0.]
RNDR1: adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c	[0.]	[0.]
MI13PP: h2o_c + mi13p_c --> mi1p_D_c + pi_c	[1000.]	[0.]
THP2CDH: h2o_c + nad_c + thp2c_c <=> L2aadp6sa_c + 2.0 h_c + nadh_c	[1000.]	[0.]
RE2853C: 3.0 crvnc_c + 5.0 h_c + 5.0 o2s_c <=> 3.0 CE6438_c + 4.0 h2o_c	[1000.]	[-1000.]
ACOATE226: crvncoa_c + h2o_c --> coa_c + crvnc_c + h_c	[0.]	[0.]
NADPN: h2o_c + nadp_c --> adprbp_c + h_c + ncam_c	[-1.42828962e-13]	[0.]
RE2813C: alltn_c + h2o_c <=> alltt_c + h_c	[1000.]	[0.]
RE2854C: 3.0 crvnc_c + 5.0 h_c + 5.0 o2s_c <=> 3.0 CE6420_c + 4.0 h2o_c	[0.]	[0.]
RE3522C: CE0347_c + h_c + nadph_c + o2_c --> CE6251_c + h2o_c + nadp_c	[0.]	[0.]
DHPM1: 56dura_c + h2o_c --> cala_c + h_c	[0.]	[0.]
MI14P4P: h2o_c + mi14p_c --> mi1p_D_c + pi_c	[1000.]	[0.]
GLXO1: glx_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + oxa_c	[1000.]	[0.]
r0186: ethamp_c + h2o_c --> acald_c + nh4_c + pi_c	[1000.]	[0.]
r0775: HC01651_c + h2o_c <=> HC01652_c + for_c + 5.0 h_c	[1000.]	[0.]
BTND1: biocyt_c + h2o_c --> btn_c + lys_L_c	[1000.]	[0.]
NTD6: damp_c + h2o_c --> dad_2_c + pi_c	[1000.]	[0.]
UDPGNP: h2o_c + udpglcur_c --> glcur_c + h_c + udp_c	[1000.]	[0.]
CBL2OR: 2.0 aqcobal_c + h_c + nadh_c --> 2.0 cbl2_c + 2.0 h2o_c + nad_c	[1000.]	[0.]
DBPYRMO: dbpyr_c + 3.0 h_c + nadph_c + o2_c --> dbpyrepox_c + h2o_c + nadp_c	[0.]	[0.]
r0239: h2o_c + nformanth_c <=> anth_c + for_c + h_c	[0.]	[0.]
RE3021C: CE5139_c <=> CE5141_c + h2o_c	[1000.]	[-2.19559878e-28]
41R1H2MAE12BOOX: adrnl_c + h2o_c + o2_c --> 34dhmald_c + h2o2_c + mma_c	[0.]	[0.]
PI35P4P: h2o_c + pail35p_cho_c --> pail3p_cho_c + pi_c	[1000.]	[0.]
RE2129C: fald_c + srtn_c <=> CE2153_c + h2o_c	[1000.]	[0.]
RE2856C: 5.0 crvnc_c + 7.0 o2_c --> 4.0 CE6423_c + CE6444_c + 2.0 h2o_c	[0.]	[0.]
RE3020C: CE5139_c + h_c + nadph_c + o2_c --> CE5140_c + h2o_c + nadp_c	[0.]	[0.]
RE3014C: h_c + leuktrB4woh_c + nadph_c + o2_c --> CE2056_c + h2o_c + nadp_c	[0.]	[0.]
DCMPDA: dcmp_c + h2o_c + h_c --> dump_c + nh4_c	[0.]	[0.]
NTD10: h2o_c + xmp_c --> pi_c + xtsn_c	[1000.]	[0.]
RE2080C: C05957_c <=> CE4877_c + h2o_c	[1000.]	[0.]
RE3259C: C14825_c + h2o_c <=> CE2047_c	[0.]	[0.]
PCHOLP: h2o_c + pchol_cho_c --> chol_c + h_c + pa_cho_c	[0.]	[0.]
PSP_L: h2o_c + pser_L_c --> pi_c + ser_L_c	[1000.]	[0.]
RE3015C: CE2056_c + h_c + nadph_c + o2_c --> CE3554_c + h2o_c + nadp_c	[1000.]	[0.]
CPP: crmp_cho_c + h2o_c --> crm_cho_c + pi_c	[0.]	[0.]
DHPM2: 56dthm_c + h2o_c --> 3uib_c + h_c	[1000.]	[0.]
KYN3OX: Lkynr_c + h_c + nadph_c + o2_c --> h2o_c + hLkynr_c + nadp_c	[1000.]	[0.]
RE2636C: HC02191_c + h_c + nadph_c + o2_c --> dchac_c + h2o_c + nadp_c	[1000.]	[0.]
RE3018C: CE4990_c + h_c + nadph_c + o2_c --> CE5138_c + h2o_c + nadp_c	[1000.]	[0.]
RE2857C: 5.0 crvnc_c + 7.0 o2_c --> 4.0 CE6423_c + CE6445_c + 2.0 h2o_c	[0.]	[0.]
RE2865C: CE6444_c + 2.0 h_c <=> CE6452_c + h2o_c	[0.]	[0.]
DPCOAPP: dpcoa_c + h2o_c --> amp_c + 2.0 h_c + pan4p_c	[0.]	[0.]
H2Ot: h2o_e <=> h2o_c	[1000.]	[0.]
ACOATE140: h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c	[1000.]	[-1000.]
FUMAH: fumpyr_c + h2o_c --> fum_c + h_c + pyr_c	[1000.]	[0.]
GMAND: gdpmann_c --> gdpddman_c + h2o_c	[0.]	[0.]
H2Otg: h2o_c <=> h2o_g	[666.66666667]	[0.]
RE2862C: 5.0 crvnc_c + 7.0 o2_c --> 4.0 CE6438_c + CE6451_c + 2.0 h2o_c	[1000.]	[-1000.]
3MOX4HOXPGALDOX: 3m4hpga_c + h2o_c + nad_c --> 3mox4hoxm_c + 2.0 h_c + nadh_c	[0.]	[0.]
AGLPT: Rtotal2_c + akgp_cho_c + h_c --> ak2gp_cho_c + h2o_c	[1000.]	[0.]
SERHL: ser_L_c --> 2amac_c + h2o_c	[0.]	[0.]
RE2130C: dopa_c + fald_c <=> CE2172_c + h2o_c	[1000.]	[0.]
MI14PP: h2o_c + mi14p_c --> mi4p_D_c + pi_c	[0.]	[0.]
CPPPGO: cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c	[1000.]	[-4.84508448e-13]
GLACO: glac_c + 2.0 h2o_c + nad_c --> glcr_c + 3.0 h_c + nadh_c	[1000.]	[0.]
MI34PP: h2o_c + mi34p_c --> mi3p_D_c + pi_c	[0.]	[0.]
3MOX4HOXPGALDOX_NADP: 3m4hpga_c + h2o_c + nadp_c <=> 3mox4hoxm_c + 2.0 h_c + nadph_c	[1000.]	[0.]
MALT: h2o_c + malt_c --> 2.0 glc_D_c	[1000.]	[-1000.]
MI1PP: h2o_c + mi1p_D_c --> inost_c + pi_c	[1000.]	[0.]
RE2640C: C02712_c + h2o_c <=> ac_c + met_L_c	[1000.]	[0.]
RE2858C: 5.0 crvnc_c + 7.0 o2_c --> 4.0 CE6429_c + CE6447_c + 2.0 h2o_c	[0.]	[0.]
RE3022C: CE5140_c <=> CE5525_c + h2o_c + h_c	[0.]	[0.]
SPONTANE_RXN1_c: 42A3HP24DB_c <=> h2o_c + xtra_c	[0.]	[0.]
NTD1: dump_c + h2o_c --> duri_c + pi_c	[0.]	[0.]
H2Oter: h2o_c <=> h2o_r	[1000.]	[0.]
DNADDP: dnad_c + h2o_c --> amp_c + 2.0 h_c + nicrnt_c	[1000.]	[-1000.]
GapFill-R03089: estradiol_c + h_c + nadph_c + o2_c <=> estriol_c + h2o_c + nadp_c	[1000.]	[0.]
BETALDHx: betald_c + h2o_c + nad_c <=> glyb_c + 2.0 h_c + nadh_c	[1000.]	[-1000.]
NTD11: h2o_c + imp_c --> ins_c + pi_c	[1000.]	[-1000.]
GapFill-R03166: hmbil_c <=> h2o_c + uppg1_c	[1000.]	[0.]
RE2112C: cholate_c + h2o_c + nadp_c --> dchac_c + h_c + nadph_c + o2_c	[0.]	[0.]
RE2859C: 5.0 crvnc_c + 7.0 o2_c --> 4.0 CE6426_c + CE6446_c + 2.0 h2o_c	[1000.]	[0.]
RE2128C: fald_c + trypta_c <=> CE2152_c + h2o_c	[0.]	[0.]
RE2861C: 5.0 crvnc_c + 7.0 o2_c --> 4.0 CE6435_c + CE6449_c + 2.0 h2o_c	[0.]	[0.]
GapFill-R02106: h2o_c + o2_c + urate_c <=> C11821_c + h2o2_c	[0.]	[0.]
RE3019C: CE5138_c + h_c + nadph_c + o2_c --> CE5139_c + h2o_c + nadp_c	[0.]	[0.]
3MOXTYROX: 3moxtyr_c + h2o_c + o2_c --> 3mox4hpac_c + h2o2_c + nh4_c	[0.]	[0.]
MELATNOX: h_c + melatn_c + nadph_c + o2_c --> 6hoxmelatn_c + h2o_c + nadp_c	[0.]	[0.]
MI145PP: h2o_c + mi145p_c --> mi14p_c + pi_c	[1000.]	[0.]
r0181: h2o_c + itp_c --> h_c + idp_c + pi_c	[1000.]	[0.]
ABUTD: 4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c	[1000.]	[0.]
RE2375C: CE5837_c + h2o_c <=> CE5838_c + h2o2_c	[1000.]	[0.]
RE0958C: CE2839_c + h2o_c <=> CE2838_c + fru_c	[0.]	[0.]
RN0027C: CN0020_c + 3.0 h_c + nadph_c + o2_c --> CN0021_c + h2o_c + nadp_c	[1000.]	[-1000.]
PNTEH: h2o_c + ptth_c --> cysam_c + pnto_R_c	[0.]	[0.]
GLYC3PGPH: g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c	[1000.]	[1.77144291e-11]
RE3568C: prostge1_c <=> HC02202_c + h2o_c	[0.]	[0.]
ACOATE1812: h2o_c + od2coa_c --> coa_c + elaid_c + h_c	[1000.]	[-1000.]
DESAT18_10: h_c + lnlncacoa_c + nadh_c + o2_c --> 2.0 h2o_c + nad_c + strdnccoa_c	[1000.]	[0.]
PYDXPP: h2o_c + pydx5p_c --> pi_c + pydx_c	[1000.]	[0.]
3HAD40: 3hbutACP_c --> but2eACP_c + h2o_c	[1000.]	[0.]
CYSTS: hcys_L_c + ser_L_c --> cyst_L_c + h2o_c	[1000.]	[4.2349229e-12]
RNDR2: gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c	[1000.]	[0.]
H2CO3D: co2_c + h2o_c <=> h2co3_c	[1000.]	[0.]
RNDR3: cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c	[0.]	[0.]
ACNAO: 3.0 acnam_c + h2o_c + 2.0 h_c + nad_c + o2_c --> 3.0 glna_c + nadh_c	[1000.]	[0.]
DNPH4: dtmp_c + h2o_c --> dr5p_c + thym_c	[0.]	[0.]
DESAT18_4: h_c + nadh_c + o2_c + stcoa_c --> 2.0 h2o_c + nad_c + vacccoa_c	[0.]	[0.]
FAH1: ddca_c + h_c + nadph_c + o2_c --> h2o_c + nadp_c + whddca_c	[1000.]	[0.]
PMI1346PH: h2o_c + ppmi1346p_c --> h_c + mi13456p_c + pi_c	[1000.]	[0.]
RE3237C: h2o_c + nrvnccoa_c --> coa_c + h_c + nrvnc_c	[0.]	[0.]
RE3444C: CE5967_c + h2o_c <=> CE5968_c + coa_c + h_c	[1000.]	[0.]
RE1539C: N1sprm_c + h2o_c + o2_c --> 3aap_c + h2o2_c + spmd_c	[0.]	[0.]
ORETNF: o2_c + retn_c --> h2o_c + oretn_c	[0.]	[0.]
G6PDA: gam6p_c + h2o_c --> f6p_c + nh4_c	[0.]	[0.]
NTD8: dgmp_c + h2o_c --> dgsn_c + pi_c	[1000.]	[0.]
RADH2: h2o_c + nadp_c + retinal_c <=> 2.0 h_c + nadph_c + retn_c	[1000.]	[0.]
DNTP: apppa_c + h2o_c --> adp_c + amp_c + 2.0 h_c	[1000.]	[-1000.]
RE3570C: CE6230_c + 2.0 h_c <=> CE2537_c + h2o_c	[0.]	[0.]
MICITDr: 2mcacn_c + h2o_c <=> micit_c	[0.]	[0.]
PGPP: h2o_c + pgp_cho_c --> pglyc_cho_c + pi_c	[0.]	[0.]
PPA2: h2o_c + pppi_c --> h_c + pi_c + ppi_c	[1000.]	[0.]
DESAT18_3: h_c + nadh_c + o2_c + stcoa_c --> 2.0 h2o_c + nad_c + odecoa_c	[1000.]	[0.]
RE0571C: CE2246_c <=> CE2242_c + h2o_c	[1000.]	[0.]
RNDR4: trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c	[0.]	[0.]
FAEL184: 3.0 h_c + malcoa_c + 2.0 nadph_c + strdnccoa_c --> co2_c + coa_c + eicostetcoa_c + h2o_c + 2.0 nadp_c	[1000.]	[0.]
PIPLC: h2o_c + pail_cho_c --> dag_cho_c + h_c + mi1p_D_c	[1000.]	[0.]
ACTLMO: acetol_c + h_c + nadph_c + o2_c --> 2.0 h2o_c + mthgxl_c + nadp_c	[1000.]	[0.]
RE1587C: estrone_c + h_c + nadph_c + o2_c --> C05298_c + h2o_c + nadp_c	[1000.]	[0.]
RE1582C: estrone_c + h_c + nadph_c + o2_c --> CE2180_c + h2o_c + nadp_c	[0.]	[0.]
P4502C94: appnn_c + h_c + nadph_c + o2_c --> apnnox_c + h2o_c + nadp_c	[0.]	[0.]
RE0937C: CE2916_c + h2o_c <=> CE4723_c + ile_L_c	[1000.]	[0.]
FAEL183: 3.0 h_c + lnlncgcoa_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + dlnlcgcoa_c + h2o_c + 2.0 nadp_c	[1000.]	[-1000.]
GapFill-R04018: acnam_c + galside_cho_c <=> HC02154_c + h2o_c	[1000.]	[0.]
NTPP9: h2o_c + itp_c --> h_c + imp_c + ppi_c	[1000.]	[0.]
RE0828C: h2o_c + o2_c + spmd_c --> CE1939_c + h2o2_c + nh4_c	[0.]	[0.]
FA100ACPH: dcaACP_c + h2o_c --> ACP_c + dca_c + h_c	[1000.]	[0.]
THBPT4ACAMDASE: thbpt4acam_c --> dhbpt_c + h2o_c	[250.]	[0.]
DOGULNO2: 23doguln_c + h2o_c --> eryth_c + h_c + oxa_c	[1000.]	[3.23680583e-12]
RE1538C: C03413_c + h2o_c + o2_c --> 3aap_c + N1aspmd_c + h2o2_c	[0.]	[0.]
ACTNMO: acetone_c + h_c + nadph_c + o2_c --> acetol_c + h2o_c + nadp_c	[0.]	[0.]
r0085: HC00591_c + h2o_c --> akg_c + nh4_c	[1000.]	[0.]
FA160ACPH: h2o_c + palmACP_c --> ACP_c + h_c + hdca_c	[1000.]	[0.]
GapFill-R07933: focytC_m + 2.0 h_c + lnlncacoa_c + o2_c <=> ficytC_m + 2.0 h2o_c + strdnccoa_c	[142.85714286]	[0.]
