NCBI GeneID	Symbol	Description
100754133	Tnc	tenascin C
100754142	Crip3	cysteine rich protein 3
100754145	Hdx	highly divergent homeobox
100754146	Kcna7	potassium voltage-gated channel subfamily A member 7
100754147	Scgb1a1	secretoglobin family 1A member 1
100754149	Tespa1	thymocyte expressed, positive selection associated 1
100754159	Clec4f	C-type lectin domain family 4 member F
100754164	Fabp2	fatty acid binding protein 2
100754172	Nisch	nischarin
100754173	Pabpc4l	poly(A) binding protein cytoplasmic 4 like
100754176	Nalf1	NALCN channel auxiliary factor 1
100754181	Tom1l2	target of myb1 like 2 membrane trafficking protein
100754182	Lbh	LBH regulator of WNT signaling pathway
100754188	Btbd19	BTB domain containing 19
100754189	Trpm8	transient receptor potential cation channel subfamily M member 8
100754190	Slc27a2	solute carrier family 27 member 2
100754195	Il31	interleukin 31
100754196	Ca6	carbonic anhydrase 6
100754198	Itga10	integrin subunit alpha 10
100754199	Cgn	cingulin
100754201	Tex22	testis expressed 22
100754205	Erp27	endoplasmic reticulum protein 27
100754207	Rs1	retinoschisin 1
100754208	Lrrc46	leucine rich repeat containing 46
100754210	Spata16	spermatogenesis associated 16
100754212	Kiaa1614	KIAA1614 ortholog
100754217	Plce1	phospholipase C epsilon 1
100754218	Asz1	ankyrin repeat, SAM and basic leucine zipper domain containing 1
100754224	Dnali1	dynein axonemal light intermediate chain 1
100754229	Sntn	sentan, cilia apical structure protein
100754230	Fgd2	FYVE, RhoGEF and PH domain containing 2
100754232	Plbd1	phospholipase B domain containing 1
100754236	Tcea3	transcription elongation factor A3
100754237	Podxl	podocalyxin like
100754238	Mctp1	multiple C2 and transmembrane domain containing 1
100754242	Rax	retina and anterior neural fold homeobox
100754245	Fam83h	family with sequence similarity 83 member H
100754246	Gabrb1	gamma-aminobutyric acid type A receptor subunit beta1
100754248	Grik2	glutamate ionotropic receptor kainate type subunit 2
100754250	Klhl33	kelch like family member 33
100754254	Cracr2b	calcium release activated channel regulator 2B
100754258	Zcwpw1	zinc finger CW-type and PWWP domain containing 1
100754259	Nap1l5	nucleosome assembly protein 1 like 5
100754269	Vsig10l	V-set and immunoglobulin domain containing 10 like
100754271	Piezo1	piezo type mechanosensitive ion channel component 1
100754281	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2
100754282	Bend7	BEN domain containing 7
100754292	Rag1	recombination activating 1
100754301	Smarcal1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
100754303	Bmp4	bone morphogenetic protein 4
100754304	Cpb2	carboxypeptidase B2
100754305	Vwa5b1	von Willebrand factor A domain containing 5B1
100754306	Tmcc2	transmembrane and coiled-coil domain family 2
100754312	Sfrp1	secreted frizzled related protein 1
100754314	Ppp3r2	protein phosphatase 3 regulatory subunit B, beta
100754318	Exoc3l2	exocyst complex component 3 like 2
100754321	Fbxo39	F-box protein 39
100754322	Rbfox3	RNA binding fox-1 homolog 3
100754324	Pik3c2g	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
100754326	Trim10	tripartite motif containing 10
100754328	Nr0b1	nuclear receptor subfamily 0 group B member 1
100754330	Scgb3a2	secretoglobin family 3A member 2
100754331	Htr2c	5-hydroxytryptamine receptor 2C
100754333	Eya4	EYA transcriptional coactivator and phosphatase 4
100754334	Phkg1	phosphorylase kinase catalytic subunit gamma 1
100754335	Ttll8	tubulin tyrosine ligase like 8
100754337	Prrt2	proline rich transmembrane protein 2
100754339	Ntrk2	neurotrophic receptor tyrosine kinase 2
100754343	Bpifa3	BPI fold containing family A member 3
100754344	Tmem121	transmembrane protein 121
100754345	Zar1	zygote arrest 1
100754358	Adamts15	ADAM metallopeptidase with thrombospondin type 1 motif 15
100754359	Srrm4	serine/arginine repetitive matrix 4
100754362	Pde4d	phosphodiesterase 4D
100754364	Zbtb3	zinc finger and BTB domain containing 3
100754365	Leng1	leukocyte receptor cluster member 1
100754368	Ms4a14	membrane spanning 4-domains A14
100754377	Egln3	egl-9 family hypoxia inducible factor 3
100754379	Htra4	HtrA serine peptidase 4
100754381	Dspp	dentin sialophosphoprotein
100754383	Gpr37l1	G protein-coupled receptor 37 like 1
100754386	Stk25	serine/threonine kinase 25
100754389	Odad3	outer dynein arm docking complex subunit 3
100754394	Rpl3l	ribosomal protein L3 like
100754400	Ccdc24	coiled-coil domain containing 24
100754402	Ido1	indoleamine 2,3-dioxygenase 1
100754403	Zmiz1	zinc finger MIZ-type containing 1
100754406	Cxcl14	C-X-C motif chemokine ligand 14
100754407	Epyc	epiphycan
100754408	Gngt2	G protein subunit gamma transducin 2
100754409	Matn2	matrilin 2
100754417	Tfap2b	transcription factor AP-2 beta
100754418	Cchcr1	coiled-coil alpha-helical rod protein 1
100754420	Btbd18	BTB domain containing 18
100754421	Map2k7	mitogen-activated protein kinase kinase 7
100754422	Frem3	FRAS1 related extracellular matrix 3
100754423	Tnfsf15	TNF superfamily member 15
100754424	Rp1	RP1 axonemal microtubule associated
100754425	Osbpl1a	oxysterol binding protein like 1A
100754426	Pla2g5	phospholipase A2 group V
100754429	Pcdhga11	protocadherin gamma subfamily A, 11
100754430	Dlk2	delta like non-canonical Notch ligand 2
100754436	Rep15	RAB15 effector protein
100754443	Sox10	SRY-box transcription factor 10
100754448	Taar1	trace amine associated receptor 1
100754449	Scaf11	SR-related CTD associated factor 11
100754459	Pcdh10	protocadherin 10
100754460	Rtp2	receptor transporter protein 2
100754461	Kcnj2	potassium inwardly rectifying channel subfamily J member 2
100754463	Acrbp	acrosin binding protein
100754465	Itga9	integrin subunit alpha 9
100754466	Drc3	dynein regulatory complex subunit 3
100754470	Shisa9	shisa family member 9
100754473	Alox15b	arachidonate 15-lipoxygenase type B
100754474	Dynlt4	dynein light chain Tctex-type 4
100754484	Lrrc43	leucine rich repeat containing 43
100754486	Hoatz	HOATZ cilia and flagella associated protein
100754488	Bhmt	betaine--homocysteine S-methyltransferase
100754492	Pbx4	PBX homeobox 4
100754494	Mgp	matrix Gla protein
100754498	Smim18	small integral membrane protein 18
100754500	Tmprss15	transmembrane serine protease 15
100754502	Slamf6	SLAM family member 6
100754504	Slc38a3	solute carrier family 38 member 3
100754507	Tnfrsf11b	TNF receptor superfamily member 11b
100754519	Rgr	retinal G protein coupled receptor
100754522	E2f2	E2F transcription factor 2
100754528	Piwil4	piwi like RNA-mediated gene silencing 4
100754529	Lman1	lectin, mannose binding 1
100754530	Kbtbd13	kelch repeat and BTB domain containing 13
100754531	Cmc4	C-X9-C motif containing 4
100754532	Frem2	FRAS1 related extracellular matrix 2
100754535	Ggta1	glycoprotein alpha-galactosyltransferase 1 (inactive)
100754536	Slitrk1	SLIT and NTRK like family member 1
100754542	Epha4	EPH receptor A4
100754543	Rab11b	RAB11B, member RAS oncogene family
100754547	Stx1b	syntaxin 1B
100754551	Neurl1	neuralized E3 ubiquitin protein ligase 1
100754556	Iglon5	IgLON family member 5
100754558	Mdfic2	MyoD family inhibitor domain containing 2
100754559	Pla2g4c	phospholipase A2 group IVC
100754564	Scnn1b	sodium channel epithelial 1 subunit beta
100754565	Mmp3	matrix metallopeptidase 3
100754571	Cpne9	copine family member 9
100754575	Neb	nebulin
100754577	Rag2	recombination activating 2
100754578	Tnfsf18	TNF superfamily member 18
100754581	Trim21	tripartite motif containing 21
100754586	Paqr5	progestin and adipoQ receptor family member 5
100754592	Lcp1	lymphocyte cytosolic protein 1
100754593	Nuak2	NUAK family kinase 2
100754596	Igll5	immunoglobulin lambda like polypeptide 5
100754598	Tmem119	transmembrane protein 119
100754599	Tex14	testis expressed 14, intercellular bridge forming factor
100754602	Aspn	asporin
100754603	Trpc5	transient receptor potential cation channel subfamily C member 5
100754609	Spry1	sprouty RTK signaling antagonist 1
100754615	Spink1	serine peptidase inhibitor Kazal type 1
100754618	Phkb	phosphorylase kinase regulatory subunit beta
100754622	Maz	MYC associated zinc finger protein
100754632	Unc13c	unc-13 homolog C
100754636	Kctd8	potassium channel tetramerization domain containing 8
100754641	Adamts8	ADAM metallopeptidase with thrombospondin type 1 motif 8
100754644	Znf672	zinc finger protein 672
100754650	Rpain	RPA interacting protein
100754651	Ms4a7	membrane spanning 4-domains A7
100754658	Xkr6	XK related 6
100754659	Ckmt1b	creatine kinase, mitochondrial 1B
100754675	Sh2d4a	SH2 domain containing 4A
100754678	Tat	tyrosine aminotransferase
100754686	Lrrtm2	leucine rich repeat transmembrane neuronal 2
100754688	Rhbg	Rh family B glycoprotein
100754696	Abi3	ABI family member 3
100754698	Ehhadh	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
100754701	Hcrt	hypocretin neuropeptide precursor
100754703	Bbof1	basal body orientation factor 1
100754705	CUNH6orf15	chromosome unknown C6orf15 homolog
100754709	Abi3bp	ABI family member 3 binding protein
100754712	Pla2g2d	phospholipase A2 group IID
100754713	Clec5a	C-type lectin domain containing 5A
100754727	Pick1	protein interacting with PRKCA 1
100754730	Tgfa	transforming growth factor alpha
100754731	Ammecr1l	AMMECR1 like
100754733	Gjb1	gap junction protein beta 1
100754743	Ccdc185	coiled-coil domain containing 185
100754748	Kcnj16	potassium inwardly rectifying channel subfamily J member 16
100754754	Clip4	CAP-Gly domain containing linker protein family member 4
100754757	Panx3	pannexin 3
100754759	Gucy2d	guanylate cyclase 2D, retinal
100754760	Best4	bestrophin 4
100754761	Dipk1b	divergent protein kinase domain 1B
100754767	Acsbg1	acyl-CoA synthetase bubblegum family member 1
100754773	Bhmt2	betaine--homocysteine S-methyltransferase 2
100754777	Nxnl1	nucleoredoxin like 1
100754781	Adgrg2	adhesion G protein-coupled receptor G2
100754785	Chodl	chondrolectin
100754791	Cmpk2	cytidine/uridine monophosphate kinase 2
100754793	Edn2	endothelin 2
100754796	Maneal	mannosidase endo-alpha like
100754798	Cbarp	CACN subunit beta associated regulatory protein
100754799	Pgf	placental growth factor
100754802	Ddx43	DEAD-box helicase 43
100754806	Lrit2	leucine rich repeat, Ig-like and transmembrane domains 2
100754812	Akap4	A-kinase anchoring protein 4
100754814	Fut4	fucosyltransferase 4
100754815	Tbc1d16	TBC1 domain family member 16
100754817	Rergl	RERG like
100754818	Ankdd1a	ankyrin repeat and death domain containing 1A
100754821	Kifc2	kinesin family member C2
100754826	Rnase11	ribonuclease A family member 11 (inactive)
100754828	Lyn	LYN proto-oncogene, Src family tyrosine kinase
100754845	Zfpm1	zinc finger protein, FOG family member 1
100754851	Clul1	clusterin like 1
100754855	Kcnmb4	potassium calcium-activated channel subfamily M regulatory beta subunit 4
100754856	Acr	acrosin
100754859	Ttc9c	tetratricopeptide repeat domain 9C
100754864	Zmat1	zinc finger matrin-type 1
100754865	Hes3	hes family bHLH transcription factor 3
100754868	Odam	odontogenic, ameloblast associated
100754875	Sppl2c	signal peptide peptidase like 2C
100754876	Igfbp5	insulin like growth factor binding protein 5
100754879	Maged2	MAGE family member D2
100754881	Klhdc8a	kelch domain containing 8A
100754884	Ebi3	Epstein-Barr virus induced 3
100754886	Ccdc116	coiled-coil domain containing 116
100754890	Pgap4	post-GPI attachment to proteins GalNAc transferase 4
100754895	Ckm	creatine kinase, M-type
100754897	Tfap2d	transcription factor AP-2 delta
100754900	Slc13a5	solute carrier family 13 member 5
100754907	Pkd1l1	polycystin 1 like 1, transient receptor potential channel interacting
100754908	Jakmip2	janus kinase and microtubule interacting protein 2
100754915	Ccdc198	coiled-coil domain containing 198
100754919	Treml2	triggering receptor expressed on myeloid cells like 2
100754920	Rlbp1	retinaldehyde binding protein 1
100754923	Krt74	keratin 74
100754928	Mctp2	multiple C2 and transmembrane domain containing 2
100754930	Mrgprf	MAS related GPR family member F
100754944	Soga1	suppressor of glucose, autophagy associated 1
100754947	F2	coagulation factor II, thrombin
100754950	Angptl3	angiopoietin like 3
100754952	Znf518a	zinc finger protein 518A
100754956	Adam32	ADAM metallopeptidase domain 32
100754961	Elf3	E74 like ETS transcription factor 3
100754964	Atg4b	autophagy related 4B cysteine peptidase
100754966	Spag6	sperm associated antigen 6
100754968	Tnfsf10	TNF superfamily member 10
100754969	Csgalnact1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
100754977	H1-1	H1.1 linker histone, cluster member
100754984	Plac9	placenta associated 9
100754998	Pou5f1	POU class 5 homeobox 1
100755003	Mrpl15	mitochondrial ribosomal protein L15
100755005	Pla2g2f	phospholipase A2 group IIF
100755007	Ndufa4l2	NDUFA4 mitochondrial complex associated like 2
100755012	Fbxl7	F-box and leucine rich repeat protein 7
100755015	Prr19	proline rich 19
100755020	Clec11a	C-type lectin domain containing 11A
100755021	Lgals2	galectin 2
100755024	Figla	folliculogenesis specific bHLH transcription factor
100755029	Myoz2	myozenin 2
100755030	Foxr1	forkhead box R1
100755036	Fam177b	family with sequence similarity 177 member B
100755037	Col2a1	collagen type II alpha 1 chain
100755040	Rtp4	receptor transporter protein 4
100755045	Pcare	photoreceptor cilium actin regulator
100755048	Ulk3	unc-51 like kinase 3
100755050	Cntrob	centrobin, centriole duplication and spindle assembly protein
100755057	Dnaja4	DnaJ heat shock protein family (Hsp40) member A4
100755060	Il5	interleukin 5
100755063	Lhfpl2	LHFPL tetraspan subfamily member 2
100755067	Tmem38a	transmembrane protein 38A
100755068	Smco3	single-pass membrane protein with coiled-coil domains 3
100755071	Mboat4	membrane bound O-acyltransferase domain containing 4
100755072	Tll1	tolloid like 1
100755073	Cxadr	CXADR Ig-like cell adhesion molecule
100755076	Cacna2d4	calcium voltage-gated channel auxiliary subunit alpha2delta 4
100755077	Sema3f	semaphorin 3F
100755083	Hivep3	HIVEP zinc finger 3
100755087	Ttll9	tubulin tyrosine ligase like 9
100755092	Ooep	oocyte expressed protein
100755098	Sox6	SRY-box transcription factor 6
100755102	Kbtbd3	kelch repeat and BTB domain containing 3
100755103	Acvr2b	activin A receptor type 2B
100755104	CUNH11orf97	chromosome unknown C11orf97 homolog
100755106	Foxj1	forkhead box J1
100755113	Gabra4	gamma-aminobutyric acid type A receptor subunit alpha4
100755116	Hpgd	15-hydroxyprostaglandin dehydrogenase
100755117	Rnase12	ribonuclease A family member 12 (inactive)
100755118	Plag1	PLAG1 zinc finger
100755122	Entpd8	ectonucleoside triphosphate diphosphohydrolase 8
100755125	Znf668	zinc finger protein 668
100755126	Lnx1	ligand of numb-protein X 1
100755135	Znf469	zinc finger protein 469
100755138	Dnajb3	DnaJ heat shock protein family (Hsp40) member B3
100755139	Enosf1	enolase superfamily member 1
100755151	Tspan10	tetraspanin 10
100755155	Kiaa1549l	KIAA1549 like
100755156	Slc9c2	solute carrier family 9 member C2 (putative)
100755159	Map1a	microtubule associated protein 1A
100755161	Chn1	chimerin 1
100755165	Tnp1	transition protein 1
100755168	Itih6	inter-alpha-trypsin inhibitor heavy chain family member 6
100755170	Cdk18	cyclin dependent kinase 18
100755175	Ydjc	YdjC chitooligosaccharide deacetylase homolog
100755179	Aldob	aldolase, fructose-bisphosphate B
100755180	Slc4a1	solute carrier family 4 member 1 (Diego blood group)
100755181	Msmp	microseminoprotein, prostate associated
100755182	Ogn	osteoglycin
100755186	Pgk2	phosphoglycerate kinase 2
100755197	Dpysl3	dihydropyrimidinase like 3
100755198	Lrch2	leucine rich repeats and calponin homology domain containing 2
100755199	CUNH12orf71	chromosome unknown C12orf71 homolog
100755200	Sec14l2	SEC14 like lipid binding 2
100755201	Neto2	neuropilin and tolloid like 2
100755204	Slc35f4	solute carrier family 35 member F4
100755205	Qprt	quinolinate phosphoribosyltransferase
100755211	Treml1	triggering receptor expressed on myeloid cells like 1
100755215	Pax2	paired box 2
100755216	Efnb1	ephrin B1
100755217	Prtg	protogenin
100755221	Tpcn2	two pore segment channel 2
100755223	Mmel1	membrane metalloendopeptidase like 1
100755225	St14	ST14 transmembrane serine protease matriptase
100755230	Prpf38a	pre-mRNA processing factor 38A
100755234	Tldc2	TBC/LysM-associated domain containing 2
100755240	Kank4	KN motif and ankyrin repeat domains 4
100755242	Fam167a	family with sequence similarity 167 member A
100755248	Ankrd34a	ankyrin repeat domain 34A
100755250	Stard8	StAR related lipid transfer domain containing 8
100755255	Ghsr	growth hormone secretagogue receptor
100755261	Usp44	ubiquitin specific peptidase 44
100755262	Slc9a3r2	NHERF family PDZ scaffold protein 2
100755263	Slc17a2	solute carrier family 17 member 2
100755266	Artn	artemin
100755270	Kif12	kinesin family member 12
100755274	Nipal2	NIPA like domain containing 2
100755276	Smpd3	sphingomyelin phosphodiesterase 3
100755279	Col8a1	collagen type VIII alpha 1 chain
100755282	Ccnb3	cyclin B3
100755283	Mucl3	mucin like 3
100755290	Ubxn10	UBX domain protein 10
